** CONVERTED FROM ss00r01.edf using edfapi 4.2.762.0 Linux   standalone Jul 20 2023 on Thu Oct 17 13:11:11 2024
** DATE: Sat Oct 12 03:26:32 2024
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.51 Mar 13 2010
** CAMERA: EyeLink CL-OL HEAD Version 1.0 Sensor=BH9
** SERIAL NUMBER: CLO-ZAD17
** CAMERA_CONFIG: ZAD17140.SCD
**

MSG	1207252 DISPLAY_COORDS  0 0 1919 1079
MSG	1207264 RECCFG CR 1000 1 1 L
MSG	1207264 ELCLCFG TOWER
MSG	1207264 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	1207264 THRESHOLDS L 58 218
MSG	1207264 ELCL_PROC ELLIPSE  (5)
MSG	1207264 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
MSG	1207265 !MODE RECORD CR 1000 1 1 L
START	1207266 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
SAMPLES	GAZE	LEFT	RATE	1000.00	TRACKING	CR	FILTER	1
1216324	   .	   .	    0.0	...
1216325	   .	   .	    0.0	...
1216326	   .	   .	    0.0	...
1216327	   .	   .	    0.0	...
1216328	   .	   .	    0.0	...
1216329	   .	   .	    0.0	...
1216330	   .	   .	    0.0	...
1216331	   .	   .	    0.0	...
1216332	   .	   .	    0.0	...
1216333	   .	   .	    0.0	...
1216334	   .	   .	    0.0	...
1216335	   .	   .	    0.0	...
1216336	   .	   .	    0.0	...
1216337	   .	   .	    0.0	...
1216338	   .	   .	    0.0	...
1216339	   .	   .	    0.0	...
1216340	   .	   .	    0.0	...
1216341	   .	   .	    0.0	...
1216342	   .	   .	    0.0	...
1216343	   .	   .	    0.0	...
1216344	   .	   .	    0.0	...
1216345	   .	   .	    0.0	...
1216346	   .	   .	    0.0	...
1216347	   .	   .	    0.0	...
1216348	   .	   .	    0.0	...
1216349	   .	   .	    0.0	...
1216350	   .	   .	    0.0	...
1216351	   .	   .	    0.0	...
1216352	   .	   .	    0.0	...
1216353	   .	   .	    0.0	...
1216354	   .	   .	    0.0	...
1216355	   .	   .	    0.0	...
1216356	   .	   .	    0.0	...
1216357	   .	   .	    0.0	...
1216358	   .	   .	    0.0	...
1216359	   .	   .	    0.0	...
1216360	   .	   .	    0.0	...
1216361	   .	   .	    0.0	...
1216362	   .	   .	    0.0	...
1216363	   .	   .	    0.0	...
1216364	   .	   .	    0.0	...
1216365	   .	   .	    0.0	...
1216366	   .	   .	    0.0	...
1216367	   .	   .	    0.0	...
1216368	   .	   .	    0.0	...
1216369	   .	   .	    0.0	...
1216370	   .	   .	    0.0	...
1216371	   .	   .	    0.0	...
1216372	   .	   .	    0.0	...
1216373	   .	   .	    0.0	...
1216374	   .	   .	    0.0	...
1216375	   .	   .	    0.0	...
1216376	   .	   .	    0.0	...
1216377	   .	   .	    0.0	...
1216378	   .	   .	    0.0	...
1216379	   .	   .	    0.0	...
1216380	   .	   .	    0.0	...
1216381	   .	   .	    0.0	...
1216382	   .	   .	    0.0	...
1216383	   .	   .	    0.0	...
1216384	   .	   .	    0.0	...
1216385	   .	   .	    0.0	...
1216386	   .	   .	    0.0	...
1216387	   .	   .	    0.0	...
1216388	   .	   .	    0.0	...
1216389	   .	   .	    0.0	...
1216390	   .	   .	    0.0	...
1216391	   .	   .	    0.0	...
1216392	   .	   .	    0.0	...
1216393	   .	   .	    0.0	...
1216394	   .	   .	    0.0	...
1216395	   .	   .	    0.0	...
1216396	   .	   .	    0.0	...
1216397	   .	   .	    0.0	...
1216398	   .	   .	    0.0	...
1216399	   .	   .	    0.0	...
1216400	   .	   .	    0.0	...
1216401	   .	   .	    0.0	...
1216402	   .	   .	    0.0	...
1216403	   .	   .	    0.0	...
1216404	   .	   .	    0.0	...
1216405	   .	   .	    0.0	...
1216406	   .	   .	    0.0	...
1216407	   .	   .	    0.0	...
1216408	   .	   .	    0.0	...
1216409	   .	   .	    0.0	...
1216410	   .	   .	    0.0	...
1216411	   .	   .	    0.0	...
1216412	   .	   .	    0.0	...
1216413	   .	   .	    0.0	...
1216414	   .	   .	    0.0	...
1216415	   .	   .	    0.0	...
1216416	   .	   .	    0.0	...
1216417	   .	   .	    0.0	...
1216418	   .	   .	    0.0	...
1216419	   .	   .	    0.0	...
1216420	   .	   .	    0.0	...
1216421	   .	   .	    0.0	...
1216422	   .	   .	    0.0	...
1216423	   .	   .	    0.0	...
1216424	   .	   .	    0.0	...
1216425	   .	   .	    0.0	...
1216426	   .	   .	    0.0	...
1216427	   .	   .	    0.0	...
1216428	   .	   .	    0.0	...
1216429	   .	   .	    0.0	...
1216430	   .	   .	    0.0	...
1216431	   .	   .	    0.0	...
1216432	   .	   .	    0.0	...
1216433	   .	   .	    0.0	...
1216434	   .	   .	    0.0	...
1216435	   .	   .	    0.0	...
1216436	   .	   .	    0.0	...
1216437	   .	   .	    0.0	...
1216438	   .	   .	    0.0	...
1216439	   .	   .	    0.0	...
1216440	   .	   .	    0.0	...
1216441	   .	   .	    0.0	...
1216442	   .	   .	    0.0	...
1216443	   .	   .	    0.0	...
1216444	   .	   .	    0.0	...
1216445	   .	   .	    0.0	...
1216446	   .	   .	    0.0	...
1216447	   .	   .	    0.0	...
1216448	   .	   .	    0.0	...
1216449	   .	   .	    0.0	...
1216450	   .	   .	    0.0	...
1216451	   .	   .	    0.0	...
1216452	   .	   .	    0.0	...
1216453	   .	   .	    0.0	...
1216454	   .	   .	    0.0	...
1216455	   .	   .	    0.0	...
1216456	   .	   .	    0.0	...
1216457	   .	   .	    0.0	...
1216458	   .	   .	    0.0	...
1216459	   .	   .	    0.0	...
1216460	   .	   .	    0.0	...
1216461	   .	   .	    0.0	...
1216462	   .	   .	    0.0	...
1216463	   .	   .	    0.0	...
1216464	   .	   .	    0.0	...
1216465	   .	   .	    0.0	...
1216466	   .	   .	    0.0	...
1216467	   .	   .	    0.0	...
1216468	   .	   .	    0.0	...
1216469	   .	   .	    0.0	...
1216470	   .	   .	    0.0	...
1216471	   .	   .	    0.0	...
1216472	   .	   .	    0.0	...
1216473	   .	   .	    0.0	...
1216474	   .	   .	    0.0	...
1216475	   .	   .	    0.0	...
1216476	   .	   .	    0.0	...
1216477	   .	   .	    0.0	...
1216478	   .	   .	    0.0	...
1216479	   .	   .	    0.0	...
1216480	   .	   .	    0.0	...
1216481	   .	   .	    0.0	...
1216482	   .	   .	    0.0	...
1216483	   .	   .	    0.0	...
1216484	   .	   .	    0.0	...
1216485	   .	   .	    0.0	...
1216486	   .	   .	    0.0	...
1216487	   .	   .	    0.0	...
1216488	   .	   .	    0.0	...
1216489	   .	   .	    0.0	...
1216490	   .	   .	    0.0	...
1216491	   .	   .	    0.0	...
1216492	   .	   .	    0.0	...
1216493	   .	   .	    0.0	...
1216494	   .	   .	    0.0	...
1216495	   .	   .	    0.0	...
1216496	   .	   .	    0.0	...
1216497	   .	   .	    0.0	...
1216498	   .	   .	    0.0	...
1216499	   .	   .	    0.0	...
1216500	   .	   .	    0.0	...
1216501	   .	   .	    0.0	...
1216502	   .	   .	    0.0	...
1216503	   .	   .	    0.0	...
1216504	   .	   .	    0.0	...
1216505	   .	   .	    0.0	...
1216506	   .	   .	    0.0	...
1216507	   .	   .	    0.0	...
1216508	   .	   .	    0.0	...
1216509	   .	   .	    0.0	...
1216510	   .	   .	    0.0	...
1216511	   .	   .	    0.0	...
1216512	   .	   .	    0.0	...
1216513	   .	   .	    0.0	...
1216514	   .	   .	    0.0	...
1216515	   .	   .	    0.0	...
1216516	   .	   .	    0.0	...
1216517	   .	   .	    0.0	...
1216518	   .	   .	    0.0	...
1216519	   .	   .	    0.0	...
1216520	   .	   .	    0.0	...
1216521	   .	   .	    0.0	...
1216522	   .	   .	    0.0	...
1216523	   .	   .	    0.0	...
1216524	   .	   .	    0.0	...
1216525	   .	   .	    0.0	...
1216526	   .	   .	    0.0	...
1216527	   .	   .	    0.0	...
1216528	   .	   .	    0.0	...
1216529	   .	   .	    0.0	...
1216530	   .	   .	    0.0	...
1216531	   .	   .	    0.0	...
1216532	   .	   .	    0.0	...
1216533	   .	   .	    0.0	...
1216534	   .	   .	    0.0	...
1216535	   .	   .	    0.0	...
1216536	   .	   .	    0.0	...
1216537	   .	   .	    0.0	...
1216538	   .	   .	    0.0	...
1216539	   .	   .	    0.0	...
1216540	   .	   .	    0.0	...
1216541	   .	   .	    0.0	...
1216542	   .	   .	    0.0	...
1216543	   .	   .	    0.0	...
1216544	   .	   .	    0.0	...
1216545	   .	   .	    0.0	...
1216546	   .	   .	    0.0	...
1216547	   .	   .	    0.0	...
1216548	   .	   .	    0.0	...
1216549	   .	   .	    0.0	...
1216550	   .	   .	    0.0	...
1216551	   .	   .	    0.0	...
1216552	   .	   .	    0.0	...
1216553	   .	   .	    0.0	...
1216554	   .	   .	    0.0	...
1216555	   .	   .	    0.0	...
1216556	   .	   .	    0.0	...
1216557	   .	   .	    0.0	...
1216558	   .	   .	    0.0	...
1216559	   .	   .	    0.0	...
1216560	   .	   .	    0.0	...
1216561	   .	   .	    0.0	...
1216562	   .	   .	    0.0	...
1216563	   .	   .	    0.0	...
1216564	   .	   .	    0.0	...
1216565	   .	   .	    0.0	...
1216566	   .	   .	    0.0	...
1216567	   .	   .	    0.0	...
1216568	   .	   .	    0.0	...
1216569	   .	   .	    0.0	...
1216570	   .	   .	    0.0	...
1216571	   .	   .	    0.0	...
1216572	   .	   .	    0.0	...
1216573	   .	   .	    0.0	...
1216574	   .	   .	    0.0	...
1216575	   .	   .	    0.0	...
1216576	   .	   .	    0.0	...
1216577	   .	   .	    0.0	...
1216578	   .	   .	    0.0	...
1216579	   .	   .	    0.0	...
1216580	   .	   .	    0.0	...
1216581	   .	   .	    0.0	...
1216582	   .	   .	    0.0	...
1216583	   .	   .	    0.0	...
1216584	   .	   .	    0.0	...
1216585	   .	   .	    0.0	...
1216586	   .	   .	    0.0	...
1216587	   .	   .	    0.0	...
1216588	   .	   .	    0.0	...
1216589	   .	   .	    0.0	...
1216590	   .	   .	    0.0	...
1216591	   .	   .	    0.0	...
1216592	   .	   .	    0.0	...
1216593	   .	   .	    0.0	...
1216594	   .	   .	    0.0	...
1216595	   .	   .	    0.0	...
1216596	   .	   .	    0.0	...
1216597	   .	   .	    0.0	...
1216598	   .	   .	    0.0	...
1216599	   .	   .	    0.0	...
1216600	   .	   .	    0.0	...
1216601	   .	   .	    0.0	...
1216602	   .	   .	    0.0	...
1216603	   .	   .	    0.0	...
1216604	   .	   .	    0.0	...
1216605	   .	   .	    0.0	...
1216606	   .	   .	    0.0	...
1216607	   .	   .	    0.0	...
1216608	   .	   .	    0.0	...
1216609	   .	   .	    0.0	...
1216610	   .	   .	    0.0	...
1216611	   .	   .	    0.0	...
1216612	   .	   .	    0.0	...
1216613	   .	   .	    0.0	...
1216614	   .	   .	    0.0	...
1216615	   .	   .	    0.0	...
1216616	   .	   .	    0.0	...
1216617	   .	   .	    0.0	...
1216618	   .	   .	    0.0	...
1216619	   .	   .	    0.0	...
1216620	   .	   .	    0.0	...
1216621	   .	   .	    0.0	...
1216622	   .	   .	    0.0	...
1216623	   .	   .	    0.0	...
1216624	   .	   .	    0.0	...
1216625	   .	   .	    0.0	...
1216626	   .	   .	    0.0	...
1216627	   .	   .	    0.0	...
1216628	   .	   .	    0.0	...
1216629	   .	   .	    0.0	...
1216630	   .	   .	    0.0	...
1216631	   .	   .	    0.0	...
1216632	   .	   .	    0.0	...
1216633	   .	   .	    0.0	...
1216634	   .	   .	    0.0	...
1216635	   .	   .	    0.0	...
1216636	   .	   .	    0.0	...
1216637	   .	   .	    0.0	...
1216638	   .	   .	    0.0	...
1216639	   .	   .	    0.0	...
1216640	   .	   .	    0.0	...
1216641	   .	   .	    0.0	...
1216642	   .	   .	    0.0	...
1216643	   .	   .	    0.0	...
1216644	   .	   .	    0.0	...
1216645	   .	   .	    0.0	...
1216646	   .	   .	    0.0	...
1216647	   .	   .	    0.0	...
1216648	   .	   .	    0.0	...
1216649	   .	   .	    0.0	...
1216650	   .	   .	    0.0	...
1216651	   .	   .	    0.0	...
1216652	   .	   .	    0.0	...
1216653	   .	   .	    0.0	...
1216654	   .	   .	    0.0	...
1216655	   .	   .	    0.0	...
1216656	   .	   .	    0.0	...
1216657	   .	   .	    0.0	...
1216658	   .	   .	    0.0	...
1216659	   .	   .	    0.0	...
1216660	   .	   .	    0.0	...
1216661	   .	   .	    0.0	...
1216662	   .	   .	    0.0	...
1216663	   .	   .	    0.0	...
1216664	   .	   .	    0.0	...
1216665	   .	   .	    0.0	...
1216666	   .	   .	    0.0	...
1216667	   .	   .	    0.0	...
1216668	   .	   .	    0.0	...
1216669	   .	   .	    0.0	...
1216670	   .	   .	    0.0	...
1216671	   .	   .	    0.0	...
1216672	   .	   .	    0.0	...
1216673	   .	   .	    0.0	...
1216674	   .	   .	    0.0	...
1216675	   .	   .	    0.0	...
1216676	   .	   .	    0.0	...
1216677	   .	   .	    0.0	...
1216678	   .	   .	    0.0	...
1216679	   .	   .	    0.0	...
1216680	   .	   .	    0.0	...
1216681	   .	   .	    0.0	...
1216682	   .	   .	    0.0	...
1216683	   .	   .	    0.0	...
1216684	   .	   .	    0.0	...
1216685	   .	   .	    0.0	...
1216686	   .	   .	    0.0	...
1216687	   .	   .	    0.0	...
1216688	   .	   .	    0.0	...
1216689	   .	   .	    0.0	...
1216690	   .	   .	    0.0	...
1216691	   .	   .	    0.0	...
1216692	   .	   .	    0.0	...
1216693	   .	   .	    0.0	...
1216694	   .	   .	    0.0	...
1216695	   .	   .	    0.0	...
1216696	   .	   .	    0.0	...
1216697	   .	   .	    0.0	...
1216698	   .	   .	    0.0	...
1216699	   .	   .	    0.0	...
1216700	   .	   .	    0.0	...
1216701	   .	   .	    0.0	...
1216702	   .	   .	    0.0	...
1216703	   .	   .	    0.0	...
1216704	   .	   .	    0.0	...
1216705	   .	   .	    0.0	...
1216706	   .	   .	    0.0	...
1216707	   .	   .	    0.0	...
1216708	   .	   .	    0.0	...
1216709	   .	   .	    0.0	...
1216710	   .	   .	    0.0	...
1216711	   .	   .	    0.0	...
1216712	   .	   .	    0.0	...
1216713	   .	   .	    0.0	...
1216714	   .	   .	    0.0	...
1216715	   .	   .	    0.0	...
1216716	   .	   .	    0.0	...
1216717	   .	   .	    0.0	...
1216718	   .	   .	    0.0	...
1216719	   .	   .	    0.0	...
1216720	   .	   .	    0.0	...
1216721	   .	   .	    0.0	...
1216722	   .	   .	    0.0	...
1216723	   .	   .	    0.0	...
1216724	   .	   .	    0.0	...
1216725	   .	   .	    0.0	...
1216726	   .	   .	    0.0	...
1216727	   .	   .	    0.0	...
1216728	   .	   .	    0.0	...
1216729	   .	   .	    0.0	...
1216730	   .	   .	    0.0	...
1216731	   .	   .	    0.0	...
1216732	   .	   .	    0.0	...
1216733	   .	   .	    0.0	...
1216734	   .	   .	    0.0	...
1216735	   .	   .	    0.0	...
1216736	   .	   .	    0.0	...
1216737	   .	   .	    0.0	...
1216738	   .	   .	    0.0	...
1216739	   .	   .	    0.0	...
1216740	   .	   .	    0.0	...
1216741	   .	   .	    0.0	...
1216742	   .	   .	    0.0	...
1216743	   .	   .	    0.0	...
1216744	   .	   .	    0.0	...
1216745	   .	   .	    0.0	...
1216746	   .	   .	    0.0	...
1216747	   .	   .	    0.0	...
1216748	   .	   .	    0.0	...
1216749	   .	   .	    0.0	...
1216750	   .	   .	    0.0	...
1216751	   .	   .	    0.0	...
1216752	   .	   .	    0.0	...
1216753	   .	   .	    0.0	...
1216754	   .	   .	    0.0	...
1216755	   .	   .	    0.0	...
1216756	   .	   .	    0.0	...
1216757	   .	   .	    0.0	...
1216758	   .	   .	    0.0	...
1216759	   .	   .	    0.0	...
1216760	   .	   .	    0.0	...
1216761	   .	   .	    0.0	...
1216762	   .	   .	    0.0	...
1216763	   .	   .	    0.0	...
1216764	   .	   .	    0.0	...
1216765	   .	   .	    0.0	...
1216766	   .	   .	    0.0	...
1216767	   .	   .	    0.0	...
1216768	   .	   .	    0.0	...
1216769	   .	   .	    0.0	...
1216770	   .	   .	    0.0	...
1216771	   .	   .	    0.0	...
1216772	   .	   .	    0.0	...
1216773	   .	   .	    0.0	...
1216774	   .	   .	    0.0	...
1216775	   .	   .	    0.0	...
1216776	   .	   .	    0.0	...
1216777	   .	   .	    0.0	...
1216778	   .	   .	    0.0	...
1216779	   .	   .	    0.0	...
1216780	   .	   .	    0.0	...
1216781	   .	   .	    0.0	...
1216782	   .	   .	    0.0	...
1216783	   .	   .	    0.0	...
1216784	   .	   .	    0.0	...
1216785	   .	   .	    0.0	...
1216786	   .	   .	    0.0	...
1216787	   .	   .	    0.0	...
1216788	   .	   .	    0.0	...
1216789	   .	   .	    0.0	...
1216790	   .	   .	    0.0	...
1216791	   .	   .	    0.0	...
1216792	   .	   .	    0.0	...
1216793	   .	   .	    0.0	...
1216794	   .	   .	    0.0	...
1216795	   .	   .	    0.0	...
1216796	   .	   .	    0.0	...
1216797	   .	   .	    0.0	...
1216798	   .	   .	    0.0	...
1216799	   .	   .	    0.0	...
1216800	   .	   .	    0.0	...
1216801	   .	   .	    0.0	...
1216802	   .	   .	    0.0	...
1216803	   .	   .	    0.0	...
1216804	   .	   .	    0.0	...
1216805	   .	   .	    0.0	...
1216806	   .	   .	    0.0	...
1216807	   .	   .	    0.0	...
1216808	   .	   .	    0.0	...
1216809	   .	   .	    0.0	...
1216810	   .	   .	    0.0	...
1216811	   .	   .	    0.0	...
1216812	   .	   .	    0.0	...
1216813	   .	   .	    0.0	...
1216814	   .	   .	    0.0	...
1216815	   .	   .	    0.0	...
1216816	   .	   .	    0.0	...
1216817	   .	   .	    0.0	...
1216818	   .	   .	    0.0	...
1216819	   .	   .	    0.0	...
1216820	   .	   .	    0.0	...
1216821	   .	   .	    0.0	...
1216822	   .	   .	    0.0	...
1216823	   .	   .	    0.0	...
1216824	   .	   .	    0.0	...
1216825	   .	   .	    0.0	...
1216826	   .	   .	    0.0	...
1216827	   .	   .	    0.0	...
1216828	   .	   .	    0.0	...
1216829	   .	   .	    0.0	...
1216830	   .	   .	    0.0	...
1216831	   .	   .	    0.0	...
1216832	   .	   .	    0.0	...
1216833	   .	   .	    0.0	...
1216834	   .	   .	    0.0	...
1216835	   .	   .	    0.0	...
1216836	   .	   .	    0.0	...
1216837	   .	   .	    0.0	...
1216838	   .	   .	    0.0	...
1216839	   .	   .	    0.0	...
1216840	   .	   .	    0.0	...
1216841	   .	   .	    0.0	...
1216842	   .	   .	    0.0	...
1216843	   .	   .	    0.0	...
1216844	   .	   .	    0.0	...
1216845	   .	   .	    0.0	...
1216846	   .	   .	    0.0	...
1216847	   .	   .	    0.0	...
1216848	   .	   .	    0.0	...
1216849	   .	   .	    0.0	...
1216850	   .	   .	    0.0	...
1216851	   .	   .	    0.0	...
1216852	   .	   .	    0.0	...
1216853	   .	   .	    0.0	...
1216854	   .	   .	    0.0	...
1216855	   .	   .	    0.0	...
1216856	   .	   .	    0.0	...
1216857	   .	   .	    0.0	...
1216858	   .	   .	    0.0	...
1216859	   .	   .	    0.0	...
1216860	   .	   .	    0.0	...
1216861	   .	   .	    0.0	...
1216862	   .	   .	    0.0	...
1216863	   .	   .	    0.0	...
1216864	   .	   .	    0.0	...
1216865	   .	   .	    0.0	...
1216866	   .	   .	    0.0	...
1216867	   .	   .	    0.0	...
1216868	   .	   .	    0.0	...
1216869	   .	   .	    0.0	...
1216870	   .	   .	    0.0	...
1216871	   .	   .	    0.0	...
1216872	   .	   .	    0.0	...
1216873	   .	   .	    0.0	...
1216874	   .	   .	    0.0	...
1216875	   .	   .	    0.0	...
1216876	   .	   .	    0.0	...
1216877	   .	   .	    0.0	...
1216878	   .	   .	    0.0	...
1216879	   .	   .	    0.0	...
1216880	   .	   .	    0.0	...
1216881	   .	   .	    0.0	...
1216882	   .	   .	    0.0	...
1216883	   .	   .	    0.0	...
1216884	   .	   .	    0.0	...
1216885	   .	   .	    0.0	...
1216886	   .	   .	    0.0	...
1216887	   .	   .	    0.0	...
1216888	   .	   .	    0.0	...
1216889	   .	   .	    0.0	...
1216890	   .	   .	    0.0	...
1216891	   .	   .	    0.0	...
1216892	   .	   .	    0.0	...
MSG	1216893 Position changed
1216893	   .	   .	    0.0	...
1216894	   .	   .	    0.0	...
1216895	   .	   .	    0.0	...
1216896	   .	   .	    0.0	...
1216897	   .	   .	    0.0	...
1216898	   .	   .	    0.0	...
1216899	   .	   .	    0.0	...
1216900	   .	   .	    0.0	...
1216901	   .	   .	    0.0	...
1216902	   .	   .	    0.0	...
1216903	   .	   .	    0.0	...
1216904	   .	   .	    0.0	...
1216905	   .	   .	    0.0	...
1216906	   .	   .	    0.0	...
1216907	   .	   .	    0.0	...
1216908	   .	   .	    0.0	...
1216909	   .	   .	    0.0	...
1216910	   .	   .	    0.0	...
1216911	   .	   .	    0.0	...
1216912	   .	   .	    0.0	...
1216913	   .	   .	    0.0	...
1216914	   .	   .	    0.0	...
1216915	   .	   .	    0.0	...
1216916	   .	   .	    0.0	...
1216917	   .	   .	    0.0	...
1216918	   .	   .	    0.0	...
1216919	   .	   .	    0.0	...
1216920	   .	   .	    0.0	...
1216921	   .	   .	    0.0	...
1216922	   .	   .	    0.0	...
1216923	   .	   .	    0.0	...
1216924	   .	   .	    0.0	...
1216925	   .	   .	    0.0	...
1216926	   .	   .	    0.0	...
1216927	   .	   .	    0.0	...
1216928	   .	   .	    0.0	...
1216929	   .	   .	    0.0	...
1216930	   .	   .	    0.0	...
1216931	   .	   .	    0.0	...
1216932	   .	   .	    0.0	...
1216933	   .	   .	    0.0	...
1216934	   .	   .	    0.0	...
1216935	   .	   .	    0.0	...
1216936	   .	   .	    0.0	...
1216937	   .	   .	    0.0	...
1216938	   .	   .	    0.0	...
1216939	   .	   .	    0.0	...
1216940	   .	   .	    0.0	...
1216941	   .	   .	    0.0	...
1216942	   .	   .	    0.0	...
1216943	   .	   .	    0.0	...
1216944	   .	   .	    0.0	...
1216945	   .	   .	    0.0	...
1216946	   .	   .	    0.0	...
1216947	   .	   .	    0.0	...
1216948	   .	   .	    0.0	...
1216949	   .	   .	    0.0	...
1216950	   .	   .	    0.0	...
1216951	   .	   .	    0.0	...
1216952	   .	   .	    0.0	...
1216953	   .	   .	    0.0	...
1216954	   .	   .	    0.0	...
1216955	   .	   .	    0.0	...
1216956	   .	   .	    0.0	...
1216957	   .	   .	    0.0	...
1216958	   .	   .	    0.0	...
1216959	   .	   .	    0.0	...
1216960	   .	   .	    0.0	...
1216961	   .	   .	    0.0	...
1216962	   .	   .	    0.0	...
1216963	   .	   .	    0.0	...
1216964	   .	   .	    0.0	...
1216965	   .	   .	    0.0	...
1216966	   .	   .	    0.0	...
1216967	   .	   .	    0.0	...
1216968	   .	   .	    0.0	...
1216969	   .	   .	    0.0	...
1216970	   .	   .	    0.0	...
1216971	   .	   .	    0.0	...
1216972	   .	   .	    0.0	...
1216973	   .	   .	    0.0	...
1216974	   .	   .	    0.0	...
1216975	   .	   .	    0.0	...
1216976	   .	   .	    0.0	...
1216977	   .	   .	    0.0	...
1216978	   .	   .	    0.0	...
1216979	   .	   .	    0.0	...
1216980	   .	   .	    0.0	...
1216981	   .	   .	    0.0	...
1216982	   .	   .	    0.0	...
1216983	   .	   .	    0.0	...
1216984	   .	   .	    0.0	...
1216985	   .	   .	    0.0	...
1216986	   .	   .	    0.0	...
1216987	   .	   .	    0.0	...
1216988	   .	   .	    0.0	...
1216989	   .	   .	    0.0	...
1216990	   .	   .	    0.0	...
1216991	   .	   .	    0.0	...
1216992	   .	   .	    0.0	...
1216993	   .	   .	    0.0	...
1216994	   .	   .	    0.0	...
1216995	   .	   .	    0.0	...
1216996	   .	   .	    0.0	...
1216997	   .	   .	    0.0	...
1216998	   .	   .	    0.0	...
1216999	   .	   .	    0.0	...
1217000	   .	   .	    0.0	...
1217001	   .	   .	    0.0	...
1217002	   .	   .	    0.0	...
1217003	   .	   .	    0.0	...
1217004	   .	   .	    0.0	...
1217005	   .	   .	    0.0	...
1217006	   .	   .	    0.0	...
1217007	   .	   .	    0.0	...
1217008	   .	   .	    0.0	...
1217009	   .	   .	    0.0	...
1217010	   .	   .	    0.0	...
1217011	   .	   .	    0.0	...
1217012	   .	   .	    0.0	...
1217013	   .	   .	    0.0	...
1217014	   .	   .	    0.0	...
1217015	   .	   .	    0.0	...
1217016	   .	   .	    0.0	...
1217017	   .	   .	    0.0	...
1217018	   .	   .	    0.0	...
1217019	   .	   .	    0.0	...
1217020	   .	   .	    0.0	...
1217021	   .	   .	    0.0	...
1217022	   .	   .	    0.0	...
1217023	   .	   .	    0.0	...
1217024	   .	   .	    0.0	...
1217025	   .	   .	    0.0	...
1217026	   .	   .	    0.0	...
1217027	   .	   .	    0.0	...
1217028	   .	   .	    0.0	...
1217029	   .	   .	    0.0	...
1217030	   .	   .	    0.0	...
1217031	   .	   .	    0.0	...
1217032	   .	   .	    0.0	...
1217033	   .	   .	    0.0	...
1217034	   .	   .	    0.0	...
1217035	   .	   .	    0.0	...
1217036	   .	   .	    0.0	...
1217037	   .	   .	    0.0	...
1217038	   .	   .	    0.0	...
1217039	   .	   .	    0.0	...
1217040	   .	   .	    0.0	...
1217041	   .	   .	    0.0	...
1217042	   .	   .	    0.0	...
1217043	   .	   .	    0.0	...
1217044	   .	   .	    0.0	...
1217045	   .	   .	    0.0	...
1217046	   .	   .	    0.0	...
1217047	   .	   .	    0.0	...
1217048	   .	   .	    0.0	...
1217049	   .	   .	    0.0	...
1217050	   .	   .	    0.0	...
1217051	   .	   .	    0.0	...
1217052	   .	   .	    0.0	...
1217053	   .	   .	    0.0	...
1217054	   .	   .	    0.0	...
1217055	   .	   .	    0.0	...
1217056	   .	   .	    0.0	...
1217057	   .	   .	    0.0	...
1217058	   .	   .	    0.0	...
1217059	   .	   .	    0.0	...
1217060	   .	   .	    0.0	...
1217061	   .	   .	    0.0	...
1217062	   .	   .	    0.0	...
1217063	   .	   .	    0.0	...
1217064	   .	   .	    0.0	...
1217065	   .	   .	    0.0	...
1217066	   .	   .	    0.0	...
1217067	   .	   .	    0.0	...
1217068	   .	   .	    0.0	...
1217069	   .	   .	    0.0	...
EBLINK L 1215605	1217069	1465
1217070	 1135.4	  198.2	 2763.0	...
1217071	 1135.4	  198.2	 2770.0	...
1217072	 1130.3	  199.6	 2770.0	...
1217073	 1130.9	  207.5	 2770.0	...
1217074	 1122.8	  213.8	 2769.0	...
1217075	 1112.9	  231.1	 2771.0	...
1217076	 1099.7	  231.6	 2771.0	...
1217077	 1095.2	  232.7	 2771.0	...
1217078	 1069.6	  263.6	 2775.0	...
1217079	 1054.4	  289.0	 2779.0	...
1217080	 1043.0	  306.6	 2780.0	...
1217081	 1020.5	  319.6	 2785.0	...
1217082	 1008.2	  321.5	 2801.0	...
1217083	  990.7	  328.5	 2804.0	...
1217084	  978.6	  352.5	 2807.0	...
1217085	  965.0	  388.3	 2843.0	...
1217086	  946.9	  428.2	 2892.0	...
1217087	  916.8	  476.9	 2913.0	...
1217088	  896.4	  508.3	 2946.0	...
1217089	  882.9	  516.8	 2946.0	...
1217090	  876.5	  531.5	 2941.0	...
1217091	  867.0	  541.9	 2941.0	...
1217092	  851.3	  557.1	 2950.0	...
1217093	  846.9	  559.6	 2978.0	...
1217094	  837.1	  580.7	 2969.0	...
1217095	  831.5	  585.4	 2969.0	...
1217096	  829.5	  586.8	 2998.0	...
1217097	  825.6	  601.9	 2998.0	...
